rolls/buns,soda,newspapers,,,,,,,,,,,,,,,,
whole milk,soda,bottled water,newspapers,,,,,,,,,,,,,,,
beef,onions,,,,,,,,,,,,,,,,,
curd,napkins,,,,,,,,,,,,,,,,,
shopping bags,pastry,newspapers,white bread,,,,,,,,,,,,,,,
whole milk,rolls/buns,newspapers,brown bread,frankfurter,margarine,UHT-milk,,,,,,,,,,,,
rolls/buns,yogurt,root vegetables,sausage,pastry,brown bread,pork,butter,beef,,,,,,,,,,
whole milk,rolls/buns,soda,shopping bags,sausage,pip fruit,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,
rolls/buns,tropical fruit,sausage,pastry,pip fruit,margarine,,,,,,,,,,,,,
whole milk,rolls/buns,pastry,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
whole milk,other vegetables,yogurt,bottled water,tropical fruit,citrus fruit,pip fruit,whipped/sour cream,domestic eggs,frankfurter,curd,salty snack,sugar,hygiene articles,,,,,
long life bakery product,,,,,,,,,,,,,,,,,,
pork,butter,cream cheese,,,,,,,,,,,,,,,,
whole milk,other vegetables,rolls/buns,bottled water,bottled beer,canned beer,pip fruit,margarine,butter,curd,napkins,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,
other vegetables,root vegetables,tropical fruit,shopping bags,pork,onions,,,,,,,,,,,,,
bottled water,newspapers,,,,,,,,,,,,,,,,,
whole milk,brown bread,domestic eggs,,,,,,,,,,,,,,,,
soda,shopping bags,fruit/vegetable juice,curd,dessert,hygiene articles,,,,,,,,,,,,,
rolls/buns,tropical fruit,pastry,pip fruit,UHT-milk,,,,,,,,,,,,,,
whole milk,other vegetables,yogurt,pastry,pip fruit,brown bread,,,,,,,,,,,,,
other vegetables,bottled water,root vegetables,tropical fruit,fruit/vegetable juice,beef,napkins,chicken,onions,,,,,,,,,,
whole milk,newspapers,,,,,,,,,,,,,,,,,
other vegetables,rolls/buns,soda,yogurt,citrus fruit,newspapers,chocolate,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
rolls/buns,root vegetables,canned beer,pip fruit,coffee,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
other vegetables,root vegetables,frozen vegetables,,,,,,,,,,,,,,,,
whole milk,yogurt,root vegetables,tropical fruit,frankfurter,butter,curd,,,,,,,,,,,,
yogurt,,,,,,,,,,,,,,,,,,
soda,domestic eggs,UHT-milk,,,,,,,,,,,,,,,,
other vegetables,rolls/buns,yogurt,citrus fruit,whipped/sour cream,butter,chicken,hygiene articles,,,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,,,,,,,,,
whole milk,root vegetables,newspapers,,,,,,,,,,,,,,,,
pork,,,,,,,,,,,,,,,,,,
coffee,,,,,,,,,,,,,,,,,,
soda,bottled water,chocolate,waffles,,,,,,,,,,,,,,,
other vegetables,rolls/buns,soda,yogurt,bottled water,shopping bags,sausage,canned beer,,,,,,,,,,,
whole milk,sausage,pastry,citrus fruit,pip fruit,fruit/vegetable juice,domestic eggs,chocolate,cream cheese,sugar,,,,,,,,,
,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,margarine,,,,,,,,,,,,,,,,
yogurt,curd,,,,,,,,,,,,,,,,,
fruit/vegetable juice,coffee,,,,,,,,,,,,,,,,,
whole milk,soda,yogurt,tropical fruit,whipped/sour cream,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,
whole milk,brown bread,curd,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
tropical fruit,hamburger meat,,,,,,,,,,,,,,,,,
rolls/buns,soda,yogurt,,,,,,,,,,,,,,,,
citrus fruit,pork,,,,,,,,,,,,,,,,,
whole milk,other vegetables,root vegetables,shopping bags,pip fruit,fruit/vegetable juice,frankfurter,coffee,chocolate,frozen vegetables,cream cheese,waffles,long life bakery product,sugar,,,,,
soda,shopping bags,sausage,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
whole milk,soda,root vegetables,shopping bags,newspapers,frankfurter,coffee,napkins,frozen vegetables,long life bakery product,,,,,,,,,
whole milk,citrus fruit,beef,,,,,,,,,,,,,,,,
rolls/buns,yogurt,UHT-milk,,,,,,,,,,,,,,,,
long life bakery product,,,,,,,,,,,,,,,,,,
other vegetables,rolls/buns,yogurt,pastry,margarine,butter,,,,,,,,,,,,,
pastry,,,,,,,,,,,,,,,,,,
whole milk,yogurt,sausage,citrus fruit,waffles,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
other vegetables,sausage,citrus fruit,newspapers,coffee,cream cheese,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,
whole milk,other vegetables,yogurt,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,
other vegetables,rolls/buns,pork,,,,,,,,,,,,,,,,
whole milk,other vegetables,root vegetables,domestic eggs,beef,hygiene articles,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,
root vegetables,citrus fruit,canned beer,whipped/sour cream,napkins,,,,,,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,,,,,,,,,
chicken,sugar,,,,,,,,,,,,,,,,,
whole milk,other vegetables,rolls/buns,pastry,pip fruit,margarine,pork,butter,hamburger meat,,,,,,,,,,
yogurt,,,,,,,,,,,,,,,,,,
other vegetables,bottled water,chicken,,,,,,,,,,,,,,,,
whole milk,rolls/buns,yogurt,shopping bags,sausage,pastry,pip fruit,margarine,salty snack,,,,,,,,,,
brown bread,white bread,,,,,,,,,,,,,,,,,
long life bakery product,,,,,,,,,,,,,,,,,,
chicken,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,citrus fruit,bottled beer,frankfurter,coffee,beef,,,,,,,,,,,,
pastry,bottled beer,,,,,,,,,,,,,,,,,
shopping bags,,,,,,,,,,,,,,,,,,
rolls/buns,tropical fruit,pastry,,,,,,,,,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,
newspapers,pork,sugar,,,,,,,,,,,,,,,,
whole milk,pip fruit,chocolate,hamburger meat,,,,,,,,,,,,,,,
other vegetables,pastry,napkins,,,,,,,,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,,,,,,,,,
soda,frozen vegetables,hamburger meat,,,,,,,,,,,,,,,,
whole milk,rolls/buns,root vegetables,domestic eggs,curd,berries,,,,,,,,,,,,,
soda,pastry,,,,,,,,,,,,,,,,,
rolls/buns,soda,yogurt,sausage,,,,,,,,,,,,,,,
frozen vegetables,,,,,,,,,,,,,,,,,,
rolls/buns,bottled water,dessert,sugar,,,,,,,,,,,,,,,
whole milk,pip fruit,domestic eggs,,,,,,,,,,,,,,,,
shopping bags,beef,napkins,onions,,,,,,,,,,,,,,,
whole milk,rolls/buns,root vegetables,,,,,,,,,,,,,,,,
yogurt,root vegetables,pastry,,,,,,,,,,,,,,,,
other vegetables,rolls/buns,soda,,,,,,,,,,,,,,,,
whole milk,pastry,pip fruit,coffee,chicken,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,
other vegetables,onions,,,,,,,,,,,,,,,,,
whole milk,other vegetables,rolls/buns,domestic eggs,margarine,curd,hamburger meat,,,,,,,,,,,,
coffee,,,,,,,,,,,,,,,,,,
whole milk,other vegetables,yogurt,bottled beer,coffee,frozen vegetables,chicken,,,,,,,,,,,,
whole milk,shopping bags,curd,dessert,,,,,,,,,,,,,,,
root vegetables,tropical fruit,domestic eggs,frankfurter,hamburger meat,,,,,,,,,,,,,,
whole milk,bottled water,shopping bags,citrus fruit,bottled beer,pip fruit,whipped/sour cream,curd,,,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,,,,,,,,,
other vegetables,soda,bottled water,citrus fruit,brown bread,butter,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
rolls/buns,soda,shopping bags,pastry,citrus fruit,,,,,,,,,,,,,,
whole milk,other vegetables,soda,brown bread,chicken,onions,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
bottled water,sugar,,,,,,,,,,,,,,,,,
whole milk,soda,tropical fruit,bottled beer,domestic eggs,margarine,pork,curd,,,,,,,,,,,
rolls/buns,soda,waffles,,,,,,,,,,,,,,,,
whole milk,rolls/buns,pastry,newspapers,frozen vegetables,,,,,,,,,,,,,,
rolls/buns,newspapers,fruit/vegetable juice,brown bread,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,
pastry,pork,frozen vegetables,,,,,,,,,,,,,,,,
whole milk,other vegetables,citrus fruit,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
napkins,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
soda,newspapers,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,
other vegetables,rolls/buns,root vegetables,sausage,pork,beef,napkins,dessert,hamburger meat,,,,,,,,,,
sausage,bottled beer,,,,,,,,,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,,,,,,,,,
tropical fruit,coffee,salty snack,UHT-milk,,,,,,,,,,,,,,,
whole milk,soda,yogurt,root vegetables,frankfurter,pork,,,,,,,,,,,,,
other vegetables,rolls/buns,bottled water,sausage,citrus fruit,berries,,,,,,,,,,,,,
rolls/buns,soda,bottled water,shopping bags,sausage,canned beer,,,,,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,,,,,,,,,
whole milk,root vegetables,newspapers,napkins,cream cheese,waffles,,,,,,,,,,,,,
rolls/buns,sausage,,,,,,,,,,,,,,,,,
whole milk,other vegetables,bottled water,root vegetables,butter,,,,,,,,,,,,,,
tropical fruit,,,,,,,,,,,,,,,,,,
canned beer,fruit/vegetable juice,hamburger meat,,,,,,,,,,,,,,,,
whole milk,soda,yogurt,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,
shopping bags,frankfurter,margarine,white bread,,,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,,,,,,,,,
pastry,newspapers,,,,,,,,,,,,,,,,,
canned beer,salty snack,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
coffee,,,,,,,,,,,,,,,,,,
whole milk,soda,yogurt,tropical fruit,citrus fruit,whipped/sour cream,,,,,,,,,,,,,
cream cheese,,,,,,,,,,,,,,,,,,
other vegetables,root vegetables,margarine,pork,sugar,onions,,,,,,,,,,,,,
soda,pastry,,,,,,,,,,,,,,,,,
whole milk,other vegetables,bottled water,root vegetables,citrus fruit,pip fruit,butter,napkins,chocolate,frozen vegetables,long life bakery product,hygiene articles,onions,,,,,,
shopping bags,white bread,long life bakery product,,,,,,,,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,
rolls/buns,yogurt,chocolate,cream cheese,,,,,,,,,,,,,,,
whipped/sour cream,domestic eggs,margarine,,,,,,,,,,,,,,,,
other vegetables,soda,yogurt,bottled water,shopping bags,sausage,canned beer,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
other vegetables,root vegetables,,,,,,,,,,,,,,,,,
soda,pastry,,,,,,,,,,,,,,,,,
rolls/buns,coffee,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,
other vegetables,rolls/buns,sausage,pip fruit,frankfurter,chocolate,,,,,,,,,,,,,
rolls/buns,soda,yogurt,sausage,pastry,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,,,,,,,,,
rolls/buns,shopping bags,brown bread,frankfurter,,,,,,,,,,,,,,,
whole milk,other vegetables,rolls/buns,pork,frozen vegetables,,,,,,,,,,,,,,
chocolate,,,,,,,,,,,,,,,,,,
bottled beer,newspapers,,,,,,,,,,,,,,,,,
whole milk,other vegetables,rolls/buns,tropical fruit,pastry,citrus fruit,whipped/sour cream,chicken,,,,,,,,,,,
shopping bags,newspapers,hygiene articles,,,,,,,,,,,,,,,,
whole milk,other vegetables,soda,yogurt,root vegetables,sausage,citrus fruit,whipped/sour cream,brown bread,frankfurter,frozen vegetables,white bread,salty snack,,,,,,
bottled beer,pip fruit,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
other vegetables,soda,pork,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
whole milk,other vegetables,rolls/buns,soda,yogurt,root vegetables,margarine,beef,waffles,dessert,,,,,,,,,
rolls/buns,pastry,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
bottled water,sausage,citrus fruit,margarine,beef,,,,,,,,,,,,,,
rolls/buns,soda,,,,,,,,,,,,,,,,,
whole milk,soda,pastry,,,,,,,,,,,,,,,,
whole milk,root vegetables,tropical fruit,beef,,,,,,,,,,,,,,,
whole milk,bottled water,bottled beer,domestic eggs,,,,,,,,,,,,,,,
rolls/buns,soda,pastry,brown bread,domestic eggs,pork,butter,beef,chocolate,chicken,salty snack,hamburger meat,berries,hygiene articles,,,,,
soda,dessert,,,,,,,,,,,,,,,,,
rolls/buns,bottled water,bottled beer,,,,,,,,,,,,,,,,
shopping bags,sausage,canned beer,fruit/vegetable juice,salty snack,,,,,,,,,,,,,,
soda,shopping bags,citrus fruit,canned beer,chocolate,,,,,,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,,,,,,,,,
whole milk,margarine,curd,,,,,,,,,,,,,,,,
yogurt,sausage,,,,,,,,,,,,,,,,,
whole milk,root vegetables,shopping bags,fruit/vegetable juice,waffles,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,
other vegetables,tropical fruit,shopping bags,coffee,pork,,,,,,,,,,,,,,
rolls/buns,soda,yogurt,bottled water,shopping bags,chocolate,dessert,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
other vegetables,rolls/buns,root vegetables,citrus fruit,newspapers,whipped/sour cream,,,,,,,,,,,,,
rolls/buns,soda,root vegetables,newspapers,fruit/vegetable juice,brown bread,margarine,frozen vegetables,hamburger meat,,,,,,,,,,
other vegetables,root vegetables,tropical fruit,citrus fruit,pip fruit,long life bakery product,berries,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,
other vegetables,domestic eggs,salty snack,,,,,,,,,,,,,,,,
waffles,,,,,,,,,,,,,,,,,,
whole milk,pastry,brown bread,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
whole milk,sausage,frankfurter,margarine,chocolate,,,,,,,,,,,,,,
whole milk,margarine,,,,,,,,,,,,,,,,,
citrus fruit,,,,,,,,,,,,,,,,,,
other vegetables,rolls/buns,frankfurter,pork,butter,,,,,,,,,,,,,,
whole milk,other vegetables,yogurt,sausage,pastry,brown bread,frankfurter,butter,curd,chocolate,waffles,dessert,,,,,,,
yogurt,bottled beer,,,,,,,,,,,,,,,,,
whipped/sour cream,domestic eggs,sugar,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
rolls/buns,frankfurter,,,,,,,,,,,,,,,,,
whole milk,other vegetables,pip fruit,whipped/sour cream,domestic eggs,beef,chicken,salty snack,berries,,,,,,,,,,
rolls/buns,sausage,,,,,,,,,,,,,,,,,
brown bread,,,,,,,,,,,,,,,,,,
whole milk,other vegetables,pip fruit,whipped/sour cream,coffee,,,,,,,,,,,,,,
bottled water,long life bakery product,,,,,,,,,,,,,,,,,
shopping bags,bottled beer,newspapers,frozen vegetables,chicken,UHT-milk,,,,,,,,,,,,,
other vegetables,rolls/buns,tropical fruit,sausage,brown bread,domestic eggs,butter,napkins,,,,,,,,,,,
pork,butter,chicken,,,,,,,,,,,,,,,,
rolls/buns,yogurt,bottled beer,pork,frozen vegetables,,,,,,,,,,,,,,
rolls/buns,soda,shopping bags,,,,,,,,,,,,,,,,
root vegetables,citrus fruit,domestic eggs,margarine,,,,,,,,,,,,,,,
rolls/buns,soda,pastry,fruit/vegetable juice,,,,,,,,,,,,,,,
whole milk,tropical fruit,newspapers,whipped/sour cream,waffles,,,,,,,,,,,,,,
whole milk,other vegetables,rolls/buns,shopping bags,whipped/sour cream,,,,,,,,,,,,,,
other vegetables,newspapers,white bread,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
bottled water,root vegetables,tropical fruit,whipped/sour cream,pork,frozen vegetables,UHT-milk,,,,,,,,,,,,
shopping bags,pastry,sugar,,,,,,,,,,,,,,,,
frankfurter,,,,,,,,,,,,,,,,,,
rolls/buns,soda,,,,,,,,,,,,,,,,,
berries,,,,,,,,,,,,,,,,,,
shopping bags,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
whole milk,bottled water,shopping bags,bottled beer,butter,curd,frozen vegetables,,,,,,,,,,,,
waffles,,,,,,,,,,,,,,,,,,
shopping bags,sausage,cream cheese,,,,,,,,,,,,,,,,
other vegetables,fruit/vegetable juice,margarine,sugar,hamburger meat,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,
whole milk,brown bread,frozen vegetables,chicken,sugar,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,bottled water,root vegetables,tropical fruit,domestic eggs,pork,butter,chocolate,salty snack,hygiene articles,,,,,,,,
whole milk,other vegetables,yogurt,citrus fruit,pip fruit,butter,,,,,,,,,,,,,
pastry,,,,,,,,,,,,,,,,,,
tropical fruit,chicken,long life bakery product,berries,,,,,,,,,,,,,,,
hamburger meat,,,,,,,,,,,,,,,,,,
soda,shopping bags,,,,,,,,,,,,,,,,,
root vegetables,frankfurter,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
soda,shopping bags,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
root vegetables,,,,,,,,,,,,,,,,,,
sausage,onions,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
tropical fruit,newspapers,canned beer,coffee,onions,,,,,,,,,,,,,,
soda,pastry,,,,,,,,,,,,,,,,,
sausage,dessert,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,
newspapers,canned beer,,,,,,,,,,,,,,,,,
waffles,,,,,,,,,,,,,,,,,,
other vegetables,root vegetables,sausage,margarine,coffee,pork,,,,,,,,,,,,,
soda,bottled water,,,,,,,,,,,,,,,,,
soda,chocolate,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,
pork,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,
soda,pastry,,,,,,,,,,,,,,,,,
shopping bags,,,,,,,,,,,,,,,,,,
bottled water,brown bread,,,,,,,,,,,,,,,,,
yogurt,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,pip fruit,waffles,,,,,,,,,,,,,,,
other vegetables,fruit/vegetable juice,frozen vegetables,hamburger meat,,,,,,,,,,,,,,,
long life bakery product,,,,,,,,,,,,,,,,,,
fruit/vegetable juice,whipped/sour cream,domestic eggs,,,,,,,,,,,,,,,,
butter,napkins,,,,,,,,,,,,,,,,,
whole milk,shopping bags,,,,,,,,,,,,,,,,,
dessert,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
rolls/buns,brown bread,,,,,,,,,,,,,,,,,
soda,bottled water,bottled beer,newspapers,fruit/vegetable juice,brown bread,,,,,,,,,,,,,
other vegetables,root vegetables,newspapers,margarine,beef,waffles,salty snack,,,,,,,,,,,,
rolls/buns,dessert,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
sugar,,,,,,,,,,,,,,,,,,
rolls/buns,soda,sausage,chocolate,,,,,,,,,,,,,,,
whole milk,newspapers,,,,,,,,,,,,,,,,,
sausage,pastry,domestic eggs,salty snack,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
rolls/buns,tropical fruit,citrus fruit,,,,,,,,,,,,,,,,
sausage,bottled beer,,,,,,,,,,,,,,,,,
whole milk,newspapers,,,,,,,,,,,,,,,,,
whole milk,shopping bags,pastry,pip fruit,waffles,,,,,,,,,,,,,,
bottled beer,frankfurter,,,,,,,,,,,,,,,,,
whole milk,citrus fruit,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
soda,brown bread,frankfurter,margarine,beef,,,,,,,,,,,,,,
napkins,chocolate,,,,,,,,,,,,,,,,,
other vegetables,rolls/buns,yogurt,tropical fruit,pip fruit,margarine,curd,napkins,dessert,berries,,,,,,,,,
bottled beer,brown bread,frankfurter,,,,,,,,,,,,,,,,
brown bread,,,,,,,,,,,,,,,,,,
rolls/buns,white bread,waffles,,,,,,,,,,,,,,,,
pip fruit,salty snack,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,soda,root vegetables,sausage,brown bread,margarine,long life bakery product,,,,,,,,,,,
whole milk,rolls/buns,root vegetables,,,,,,,,,,,,,,,,
shopping bags,brown bread,pork,,,,,,,,,,,,,,,,
whole milk,rolls/buns,yogurt,waffles,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
tropical fruit,newspapers,domestic eggs,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
pastry,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
other vegetables,soda,root vegetables,shopping bags,citrus fruit,newspapers,fruit/vegetable juice,chicken,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,
whipped/sour cream,,,,,,,,,,,,,,,,,,
long life bakery product,,,,,,,,,,,,,,,,,,
root vegetables,shopping bags,beef,,,,,,,,,,,,,,,,
salty snack,,,,,,,,,,,,,,,,,,
other vegetables,soda,,,,,,,,,,,,,,,,,
whole milk,yogurt,root vegetables,citrus fruit,waffles,dessert,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,
whole milk,long life bakery product,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
hamburger meat,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,soda,yogurt,dessert,,,,,,,,,,,,,,
beef,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,
yogurt,pip fruit,,,,,,,,,,,,,,,,,
yogurt,frozen vegetables,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,
rolls/buns,coffee,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
shopping bags,canned beer,,,,,,,,,,,,,,,,,
rolls/buns,margarine,coffee,pork,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
other vegetables,rolls/buns,root vegetables,tropical fruit,shopping bags,newspapers,fruit/vegetable juice,butter,frozen vegetables,dessert,,,,,,,,,
whole milk,soda,pastry,sugar,hygiene articles,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,
soda,bottled water,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,sausage,,,,,,,,,,,,,,,,
whole milk,napkins,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,
soda,tropical fruit,bottled beer,pork,white bread,,,,,,,,,,,,,,
curd,,,,,,,,,,,,,,,,,,
dessert,,,,,,,,,,,,,,,,,,
waffles,,,,,,,,,,,,,,,,,,
other vegetables,onions,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
shopping bags,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
frankfurter,curd,,,,,,,,,,,,,,,,,
canned beer,white bread,,,,,,,,,,,,,,,,,
other vegetables,shopping bags,whipped/sour cream,pork,curd,beef,,,,,,,,,,,,,
whole milk,other vegetables,,,,,,,,,,,,,,,,,
pork,,,,,,,,,,,,,,,,,,
soda,bottled beer,berries,,,,,,,,,,,,,,,,
root vegetables,shopping bags,bottled beer,frankfurter,,,,,,,,,,,,,,,
whole milk,root vegetables,,,,,,,,,,,,,,,,,
soda,pip fruit,,,,,,,,,,,,,,,,,
bottled water,bottled beer,,,,,,,,,,,,,,,,,
soda,canned beer,margarine,coffee,,,,,,,,,,,,,,,
soda,shopping bags,,,,,,,,,,,,,,,,,
whole milk,soda,hamburger meat,,,,,,,,,,,,,,,,
whole milk,other vegetables,yogurt,root vegetables,curd,waffles,onions,,,,,,,,,,,,
other vegetables,root vegetables,whipped/sour cream,curd,onions,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
pip fruit,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
whole milk,pork,,,,,,,,,,,,,,,,,
fruit/vegetable juice,,,,,,,,,,,,,,,,,,
fruit/vegetable juice,,,,,,,,,,,,,,,,,,
fruit/vegetable juice,salty snack,,,,,,,,,,,,,,,,,
tropical fruit,,,,,,,,,,,,,,,,,,
yogurt,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
rolls/buns,shopping bags,cream cheese,,,,,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,,,,,,
other vegetables,yogurt,sausage,citrus fruit,fruit/vegetable juice,chocolate,white bread,long life bakery product,dessert,hamburger meat,,,,,,,,,
soda,bottled beer,,,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
yogurt,bottled beer,sugar,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
whole milk,tropical fruit,newspapers,whipped/sour cream,frankfurter,margarine,pork,frozen vegetables,,,,,,,,,,,
whole milk,other vegetables,yogurt,bottled water,root vegetables,tropical fruit,fruit/vegetable juice,whipped/sour cream,domestic eggs,margarine,butter,chocolate,white bread,long life bakery product,onions,,,,
soda,,,,,,,,,,,,,,,,,,
pastry,,,,,,,,,,,,,,,,,,
rolls/buns,bottled water,canned beer,napkins,hygiene articles,,,,,,,,,,,,,,
other vegetables,canned beer,margarine,coffee,,,,,,,,,,,,,,,
whole milk,soda,pastry,frankfurter,pork,,,,,,,,,,,,,,
salty snack,,,,,,,,,,,,,,,,,,
sausage,UHT-milk,,,,,,,,,,,,,,,,,
rolls/buns,yogurt,shopping bags,butter,,,,,,,,,,,,,,,
whole milk,other vegetables,rolls/buns,yogurt,bottled beer,whipped/sour cream,domestic eggs,frankfurter,pork,butter,curd,beef,frozen vegetables,cream cheese,sugar,hamburger meat,hygiene articles,,
bottled water,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
whole milk,other vegetables,soda,bottled water,newspapers,fruit/vegetable juice,salty snack,,,,,,,,,,,,
soda,margarine,butter,,,,,,,,,,,,,,,,
